question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Cavalos,Médio,39.49665706900123,7751,0.063792,WA,0.1948045999997703,20,3,0,0,0,23
Avenida,Fácil,10.293682957999408,2702,0.013674,AC,0.21214420000069367,28,0,0,0,0,28
Dobradura,Fácil,15.33564492900041,4152,0.020744,AC,0.09624710000025516,10,0,0,0,0,10
Sinuca,Médio,16.739783099001215,3437,0.023644,AC,0.2601297999990493,40,0,0,0,0,40
Campeonato_2018,Fácil,28.56966062599895,4390,0.0313,AC,0.293418200000815,48,0,0,0,0,48
Burocracia,Difícil,198.5743632449994,34654,0.366158,TLE,3.1118185999985144,48,0,0,5,0,53
Telefone,Fácil,17.819703321001725,3734,0.0254579999999999,WA,0.3603156000008312,61,2,0,0,0,63
Segredo do Cofre,Médio,45.972387468002125,7048,0.064946,AC,0.3034591999985423,32,0,0,0,0,32
Chuva_2019,Médio,52.06675295400055,8238,0.077396,AC,0.34421479999946314,35,0,0,0,0,35
Metrô da Nlogônia,Difícil,29.44256770299762,5892,0.049684,AC,0.8798451999991812,38,0,0,0,0,38
Torres de Hanói,Fácil,15.66656039100053,2657,0.013274,AC,0.08588109999982407,10,0,0,0,0,10
Atletismo,Fácil,12.468659605998257,3368,0.0196959999999999,AC,0.3181506000000809,41,0,0,0,0,41
Amigos,Médio,43.07378688000245,11327,0.074244,AC,0.4603004999989935,52,0,0,0,0,52
Remove Dígitos,Médio,32.99336171500181,5693,0.050086,AC,0.25741720000041823,30,0,0,0,0,30
Trio de Bonecas,Difícil,80.14535207500012,11629,0.117618,AC,2.2846551000002364,76,0,0,0,0,76
Teclado,Fácil,18.870577830999537,3905,0.02726,AC,0.22057479999966745,27,0,0,0,0,27
Pirâmide_2023,Fácil,22.742127992998576,5706,0.0362419999999999,AC,0.4012917000000016,86,0,0,0,0,86
Cápsulas,Médio,30.28029273700304,5509,0.046648,AC,0.3965647999993962,27,0,0,0,0,27
