question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Pirâmide_2023,Fácil,4.71182560699981,1271,0.0072274999999999,AC,0.10307184799967217,86,0,0,0,0,86
Cápsulas,Médio,2.497285219999867,925,0.0042,AC,0.26885708100053307,27,0,0,0,0,27
Caixinha de palitos,Difícil,3.233890863999932,842,0.0045925,AC,0.07764887800021825,61,0,0,0,0,61
Mina,Médio,3.343922007999936,932,0.00558,AC,0.08685533699917869,40,0,0,0,0,40
Pesos,Fácil,2.5640024790000098,1032,0.00433,AC,0.06785943300019426,24,0,0,0,0,24
Brigadeiros,Difícil,5.295879874000093,1784,0.0089725,TLE,3.0,53,7,0,7,0,67
Dengue,Médio,4.875981658000001,1295,0.0078,WA,0.1863609659994836,0,10,0,0,0,10
Casamento de inteiros,Médio,2.764358443999754,807,0.00388,AC,0.03265766899949085,20,0,0,0,0,20
Cadeiras do auditório,Médio,6.860647679000067,1561,0.010515,WA,0.18245162299990625,2,37,0,0,0,39
Impedido!,Fácil,1.3915624129999742,693,0.00227,AC,0.09926064600040263,54,0,0,0,0,54
Bondinho,Fácil,1.1424335660003635,565,0.0018125,AC,0.04458049200002279,26,0,0,0,0,26
Distância entre amigos,Médio,2.762018623000131,908,0.004295,AC,0.3860984319999261,30,0,0,0,0,30
Cadeado,Fácil,2.029814760000136,1208,0.0044325,AC,0.055874975000733684,33,0,0,0,0,33
Baldes,Difícil,15.492524930999934,2234,0.02346,WA,1.1517928749999555,0,33,0,0,0,33
Basquete de robôs,Fácil,1.209668244000568,702,0.00223,AC,0.05512843599990447,30,0,0,0,0,30
Fast-Food,Difícil,4.507823097000255,1484,0.0078475,WA,0.7761125170000014,3,59,0,0,0,62
Dona Minhoca,Difícil,25.29750333100037,2389,0.0258475,WA,0.46238940700004605,3,26,0,0,0,29
Metrônibus,Difícil,5.907205335000072,2082,0.0108675,WA,1.339619524000227,11,71,0,0,0,82
Costa,Médio,3.0138024260004386,883,0.0045575,WA,0.20581368999955885,1,19,0,0,0,20
Triângulos,Fácil,2.453589329999886,799,0.0031475,AC,0.058543219000057434,41,0,0,0,0,41
Frete da Família Silva,Médio,3.63709573899996,1627,0.00708,RE,0.11326249200010352,39,0,1,0,0,40
Zero para cancelar,Fácil,1.74774334400081,731,0.0029525,AC,0.040579239999715355,5,0,0,0,0,5
Troca,Médio,4.219466393999937,1083,0.0046949999999999,AC,0.264561123999556,28,0,0,0,0,28
Conta de água,Fácil,1.6722952370000712,825,0.0030625,AC,0.09167305800019676,71,0,0,0,0,71
Forja de ORicalco,Médio,6.711652905999472,1694,0.009985,WA,2.156579157000124,2,68,0,0,0,70
Supermercado,Médio,2.779102425000019,1182,0.0053925,AC,0.04858684699956939,10,0,0,0,0,10
Rede ótica,Difícil,5.402531937997992,1388,0.0085825,RE,0.07705807399997866,2,0,8,0,0,10
Macaco-prego,Médio,3.6291281490011897,1283,0.00637,AC,0.03986865000024409,10,0,0,0,0,10
Quadrado Aritmético,Difícil,8.172626338997361,1475,0.0091625,WA,0.24264766499982215,3,19,0,0,0,22
